question,correct_answer,student_answer,gap_type,gap_score,socratic_question
Why did the older angel let the farmer's cow die?,Because she wanted to save the farmer's wife.,Because she wanted to save the farmer's wife.,correct,1.0,Why do you think that is the case?
The writer tells this story to show   _  .,even the small can help the great,This is incorrect because even,misconception,0.10921400040388107,Why do you think that is the case?
What is the measure of the change in the velocity of a moving object called?,acceleration,acceleration,correct,1.0,Can you explain your reasoning?
The text mainly tells us  _  .,digital tools bring about benefits and problems,digital tools bring about benefits and problems,correct,0.9999999403953552,Why do you think that is the case?
This passage is mainly about   _  .,children in the past and at present,This is incorrect because children,incomplete,0.5038840770721436,Why do you think that is the case?
Which of the following is the most effective in building abdominal muscles?,Captain's Chair.,Captain's Chair.,correct,0.9999998807907104,Why do you think that is the case?
People crowd into the cities because   _  .,they are anxious to enjoy the achievements of our society,they are anxious to enjoy the achievements of our society,correct,0.9999998807907104,Why do you think that is the case?
The author thought it was a good thing for her to lose another tooth because   _  .,she believed the tooth fairy would come again,she believed the tooth fairy would,correct,0.9383940696716309,Why do you think that is the case?
What term describes how closely packed the particles of matter are?,density,density,correct,0.9999998807907104,Can you explain your reasoning?
_   might serve as a suitable title for this selection.,The Influence of Geographical Environment on Man,This is incorrect because The,misconception,0.08504441380500793,Why do you think that is the case?
What is the first step in the breakdown of glucose to extract energy for cellular metabolism?,glycolysis,glycolysis,correct,1.0,Can you explain your reasoning?
What is the second most abundant element in the earth's crust?,silicon,silicon,correct,1.0,Can you explain your reasoning?
What was the reaction of the colleges towards the students'demand?,A few educators disagreed with them.,This is incorrect because A,misconception,0.18106594681739807,Why do you think that is the case?
What is the largest cartilaginous fish?,whale shark,whale shark,correct,1.0000001192092896,Can you explain your reasoning?
Sexually reproducing organisms alternate between which stages?,haploid and diploid,haploid and diploid,correct,1.0,Can you explain your reasoning?
We can infer from this passage that   _  .,offensive breath can't easily be cured,offensive breath can't easily,incomplete,0.817202627658844,Why do you think that is the case?
The mass of atoms is based on the number of protons and neutrons in what?,nucleus,nucleus,correct,1.0000001192092896,Can you explain your reasoning?
What's the purpose of the study that was carried out by Glass and her partners?,To study if cigarette smoking can cause the cognitive deficits among alcoholics.,To study if cigarette smoking can cause the cognitive deficits among alcoholics.,correct,1.0,Why do you think that is the case?
What is the difference between the daily high and the daily low?,tidal change,tidal change,correct,1.0000001192092896,Can you explain your reasoning?
What did the man learn from the little girl?,A person should enjoy each living day.,A person should enjoy each living day.,correct,1.0,Why do you think that is the case?
"With the information it collects and processes, SignalGuru is able to   _  .",allow drivers to adjust their speed,allow drivers to adjust their speed,correct,0.9999999403953552,Why do you think that is the case?
How many tips does the author give on career management?,4.,4.,correct,1.0,Why do you think that is the case?
Some people don't think that cigarette smoking will make their IQ and thinking ability poor because,this finding doesn't agree with their feelings.,this finding doesn't agree with,incomplete,0.8090354204177856,Why do you think that is the case?
Many chess players felt that playing with a computer would   _   .,make the game less interesting,This is incorrect because make,misconception,0.04147317260503769,Why do you think that is the case?
The clerk tried to get the diamond necklace to   _  .,get the big reward.,get the big reward.,correct,1.0,Why do you think that is the case?
Why did Clemmons NOT agree with the theory of the muscle of slaves pushing and pulling stones to create the pyramids?,Because of the Egyptians' habit of drinking beer at three meals and the beer effect on people.,This is incorrect because Because,misconception,0.2100062072277069,Why do you think that is the case?
